asin;availability;promoOffer;vendor;productName;buyBoxSeller;buyBoxPrice;buyBoxShipping;brand;partNumber;itemModelNumber;asinDomin;rating;quantity;bSR;bSRCategory;dateFirstAvailable;isNew
B00JI4QJ9A;true;false;Kes;KES A2180-2 Bathroom Lavatory Towel Ring Wall Mount, Brushed Stainless Steel;KES Faucet & Shower;16.3;& FREE shipping on orders over $25.00 shipped by Amazon.;;;CECOMINOD033979;B00JI4QJ9A;4.2;27;59863;Home & Kitchen ;Tue Aug 07 05:12:13 EEST 2018;OFFERS: [price='$16.30', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='KES Faucet & Shower'] | [price='$16.30', shipingInfo='', seller='KES Faucet & Shower'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='KES Faucet & Shower'];SHORT_INFO: [asin='B00JI4QJ9A', availability=true, firstOffer=[price='$16.30', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='KES Faucet & Shower']]
B004A6O0C4;true;false;Zen Water Systems;Mineral Stone Case Replacement for Zen Water Filter Systems;FILTERWAY;8.98;& FREE shipping on orders over $25.00.;;;MS-1;B004A6O0C4;3.5;90;14111;Kitchen & Dining ;Sun Oct 31 00:00:00 EEST 2010;OFFERS: [price='$8.98', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='FILTERWAY EZbuy365  Zen Water Online Max.Store'] | [price='$8.98', shipingInfo='', seller='FILTERWAY EZbuy365  Zen Water Online Max.Store'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='FILTERWAY EZbuy365  Zen Water Online Max.Store'];SHORT_INFO: [asin='B004A6O0C4', availability=true, firstOffer=[price='$8.98', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='FILTERWAY EZbuy365  Zen Water Online Max.Store']] | [asin='B011M7AQPS', availability=false, firstOffer=null] | [asin='0321525655', availability=true, firstOffer=null]
B006NOQ4PW;true;false;Franklin Brass;Franklin Brass 662318 24-Inch Replacement Towel Bar Only;;4.98;& FREE shipping.;;662318;662318;B006NOQ4PW;4.2;65;10919;Tools & Home Improvement ;Tue Feb 26 00:00:00 EET 2008;OFFERS: [price='$4.98', shipingInfo='+ $4.99shipping', seller='BetterBuyz  Tempus & Co. Supply Cart ADVENTURER'S BAG Upper Tree'] | [price='+ $4.99shipping', shipingInfo='+ $4.99shipping', seller='BetterBuyz  Tempus & Co. Supply Cart ADVENTURER'S BAG Upper Tree'] | [price='+ $4.99shipping', shipingInfo='shipping', seller='BetterBuyz  Tempus & Co. Supply Cart ADVENTURER'S BAG Upper Tree'];SHORT_INFO: [asin='B00SVCSQE6', availability=true, firstOffer=[price='$14.02', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='direct to door']] | [asin='B006NOQ4PW', availability=true, firstOffer=[price='$4.98', shipingInfo='+ $4.99shipping', seller='BetterBuyz  Tempus & Co. Supply Cart ADVENTURER'S BAG Upper Tree']] | [asin='B01GWD7X6M', availability=true, firstOffer=[price='$10.22', shipingInfo='+ $4.49shipping', seller='BBAT.vision SpecialForUSA tokyokber Xian's Store Lambel?']]
B01J1W7S34;true;false;Avalon;Avalon Limited Edition Self Cleaning Water Cooler Water Dispenser - 3 Temperature Settings - Hot, Cold & Room Water, Durable Stainless Steel Construction, Bottom Loading - UL/Energy Star Approved;;282.26;& FREE shipping.;;;B3BLOZONEWTRCLR;B01J1W7S34;3.9;187;267;Appliances ;Wed Jan 13 00:00:00 EET 2016;OFFERS:;SHORT_INFO: [asin='B01J1W7S34', availability=true, firstOffer=null]
B077TGN3GM;true;false;Eutuxia;Eutuxia Universal Shower Head Holder Bracket. Removable & Reusable Suction Cup Wall Mount. Perfect for Handheld Showerheads & Bidet Sprayers. Support Handicap & toddle shower time;Karen Deals;8.99;& FREE shipping on orders over $25.00.;;SHOWER-HOLDER;;B077TGN3GM;4.8;6;9931;Tools & Home Improvement ;Thu Nov 30 00:00:00 EET 2017;OFFERS: [price='$8.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Karen Deals Karen Deals'] | [price='$8.99', shipingInfo='', seller='Karen Deals Karen Deals'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Karen Deals Karen Deals'];SHORT_INFO: [asin='B077TGN3GM', availability=true, firstOffer=[price='$8.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Karen Deals Karen Deals']] | [asin='B079YYN125', availability=false, firstOffer=null] | [asin='B076VSPV46', availability=false, firstOffer=null]
B014PTC8XS;true;false;HotelSpa;AquaCare by HotelSpa 1139 Replacement Disposable 3 Stage Cartridge for use with Advanced High Intensity Super Compact Universal Shower Filter or Filtered Shower Heads/Handheld Showers by HotelSpa;Interlink Products;14.99;& FREE shipping on orders over $25.00.;;1139;1139;B014PTC8XS;4.0;818;12234;Tools & Home Improvement ;Thu Jan 21 00:00:00 EET 2016;OFFERS: [price='$14.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products'] | [price='$14.99', shipingInfo='', seller='Interlink Products Interlink Products'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products'];SHORT_INFO: [asin='B014PTC8XS', availability=true, firstOffer=[price='$14.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products']] | [asin='B01CD837QK', availability=true, firstOffer=null]
B00428M7K2;true;false;Helen's Asian Kitchen;Helen Chen's Asian Kitchen Carbon Steel Wok Stir Fry Pan, 12-inch;Alpha Blue Brands;30.9; $5.99 shipping;;;97087;B00428M7K2;3.4;746;5518;Kitchen & Dining ;Wed Sep 08 00:00:00 EEST 2010;OFFERS: [price='$21.83', shipingInfo='+ $5.99shipping', seller='Lehman's Home and Garden eKitchenWorld BigKitchen Nasco Alpha Blue Brands Live Fit Industries Gourmet Kitchen'] | [price='+ $5.99shipping', shipingInfo='+ $5.99shipping', seller='Lehman's Home and Garden eKitchenWorld BigKitchen Nasco Alpha Blue Brands Live Fit Industries Gourmet Kitchen'] | [price='+ $5.99shipping', shipingInfo='shipping', seller='Lehman's Home and Garden eKitchenWorld BigKitchen Nasco Alpha Blue Brands Live Fit Industries Gourmet Kitchen'];SHORT_INFO: [asin='B00428M7K2', availability=true, firstOffer=[price='$21.83', shipingInfo='+ $5.99shipping', seller='Lehman's Home and Garden eKitchenWorld BigKitchen Nasco Alpha Blue Brands Live Fit Industries Gourmet Kitchen']]
B00008DGO7;true;false;Berndes;Berndes Tradition 1-1/4-Quart Oven;;79.85; $6.61 shipping;;;674437;B00008DGO7;4.3;3;1006546;Kitchen & Dining ;Mon Feb 10 00:00:00 EET 2003;OFFERS: [price='$79.85', shipingInfo='+ $6.61shipping', seller='Toyjoy&beyond Supply Cart TK Ship The Home Shopping Concierge Bottom Line L.L.C.'] | [price='+ $6.61shipping', shipingInfo='+ $6.61shipping', seller='Toyjoy&beyond Supply Cart TK Ship The Home Shopping Concierge Bottom Line L.L.C.'] | [price='+ $6.61shipping', shipingInfo='shipping', seller='Toyjoy&beyond Supply Cart TK Ship The Home Shopping Concierge Bottom Line L.L.C.'];SHORT_INFO: [asin='B00008DGO7', availability=true, firstOffer=[price='$79.85', shipingInfo='+ $6.61shipping', seller='Toyjoy&beyond Supply Cart TK Ship The Home Shopping Concierge Bottom Line L.L.C.']] | [asin='B005HOO3VG', availability=true, firstOffer=[price='$92.99', shipingInfo='& FREE ShippingDetails', seller='Livin' Well Chefs Corner Store THE BT GROUP The Home Shopping Concierge Online_Trader Freedom Sales L.L.C.']]
B00GUR3FGI;true;false;Schluter Systems;Schluter KERDI-BOARD-SN: Shower Niche (with shelf) 12"x28";South Shore Flooring;94.49;& FREE shipping.;;na;KB12SN305711A1;B00GUR3FGI;4.6;55;11214;Tools & Home Improvement ;Tue Aug 20 00:00:00 EEST 2013;OFFERS:;SHORT_INFO: [asin='B018A34QM6', availability=true, firstOffer=[price='$469.90', shipingInfo='+ $29.90shipping', seller='Global Trade & Distribution Inc']] | [asin='B018A1X85E', availability=true, firstOffer=[price='$220.85', shipingInfo='+ $3.99shipping', seller='Books Land TheShineStore Palm Great MollieBooks']] | [asin='B00GUR3FGI', availability=true, firstOffer=null]
B005Q4WAXA;true;false;Blue Ocean;Blue Ocean 52" Aluminum SPA392M Shower Panel Tower with Rainfall Shower Head, 8 Multi-functional Nozzles;;362.81;& FREE shipping.;;FBA_Blue Ocean;Blue Ocean;B005Q4WAXA;4.3;345;22707;Tools & Home Improvement ;Wed Sep 28 00:00:00 EEST 2011;OFFERS: [price='$362.81', shipingInfo='& FREE Shipping', seller='El Rey Warehouse Brightstar Store Online_Trader Choice Direct Tranquil Life Corp.'] | [price='& FREE Shipping', shipingInfo='& FREE Shipping', seller='El Rey Warehouse Brightstar Store Online_Trader Choice Direct Tranquil Life Corp.'];SHORT_INFO: [asin='1625274491', availability=true, firstOffer=null] | [asin='1592237681', availability=true, firstOffer=null] | [asin='B0153MC8BS', availability=false, firstOffer=null] | [asin='B01N7XNDIZ', availability=false, firstOffer=null] | [asin='1942011431', availability=true, firstOffer=null] | [asin='B01DJEPUN0', availability=true, firstOffer=null]
B000UGIF6K;true;false;Gatco;Gatco 4240 Latitude II 24" Towel Bar, Chrome;;25.76;& FREE shipping on orders over $25.00.;;4240;4240;B000UGIF6K;4.4;141;15403;Tools & Home Improvement ;Sun Jul 29 00:00:00 EEST 2007;OFFERS:;SHORT_INFO: [asin='B000UGIF6K', availability=true, firstOffer=null]
B06XKC4YTW;true;false;Wassern;Handheld Shower Head, Wassern High Pressure 9 Setting 74 Jets Intake Air Rainfull Massage Spa Water Saving Trickle Button Flexible 60'' Stainless Steel Hose Angle Adjustable Bracket 3.5'' Chrome;WASSERN KITCHEN&BATH;15.99;& FREE shipping on orders over $25.00 shipped by Amazon.;;712311;;B06XKC4YTW;4.1;170;8031;Tools & Home Improvement ;Mon Mar 13 00:00:00 EET 2017;OFFERS: [price='$15.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='WASSERN KITCHEN&BATH'] | [price='$15.99', shipingInfo='', seller='WASSERN KITCHEN&BATH'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='WASSERN KITCHEN&BATH'];SHORT_INFO: [asin='B06XKC4YTW', availability=true, firstOffer=[price='$15.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='WASSERN KITCHEN&BATH']]
B002SN9T0E;true;false;Staub;Staub 4 Qt. Round Cocotte-cherry Red;SuperSaverA+;129.95;& FREE shipping.;;;40509-835-0;B002SN9T0E;4.8;7;555936;Home & Kitchen ;Tue Aug 07 05:12:13 EEST 2018;OFFERS:;SHORT_INFO: [asin='B003G65YQ0', availability=true, firstOffer=null] | [asin='B002SN9T0E', availability=true, firstOffer=null]
B00AIIGS9Q;true;false;Renovator's Supply;Handheld Telephone Shower Head Set W/ Hose Chrome | Renovator's Supply;Yield House Industries;65.0;& FREE shipping.;;11981;;B00AIIGS9Q;2.8;4;359790;Tools & Home Improvement ;Wed Dec 05 00:00:00 EET 2012;OFFERS: [price='$65.00', shipingInfo='& FREE ShippingDetails', seller='Yield House Industries'] | [price='$65.00', shipingInfo='', seller='Yield House Industries'] | [price='& FREE ShippingDetails', shipingInfo='& FREE ShippingDetails', seller='Yield House Industries'];SHORT_INFO: [asin='B00AIIGS9Q', availability=true, firstOffer=[price='$65.00', shipingInfo='& FREE ShippingDetails', seller='Yield House Industries']]
B07D5K8LWS;true;false;click products;Ideal Home Rustproof Stainless steel sink strainer 4 piece combo pack fits most sinks;smart choice disposables inc.;6.34;& FREE shipping on orders over $25.00.;;;;B07D5K8LWS;3.0;2;12917;Tools & Home Improvement ;Fri May 18 00:00:00 EEST 2018;OFFERS: [price='$6.34', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='smart choice disposables inc. Fast Eddies Specialties'] | [price='$6.34', shipingInfo='', seller='smart choice disposables inc. Fast Eddies Specialties'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='smart choice disposables inc. Fast Eddies Specialties'];SHORT_INFO:
B07BFWPJJJ;false;false;OasisSpace;OasisSpace Toilet Rail - Medical Bathroom Safety Frame for Elderly, Handicap and Disabled - Adjustable Toilet Safety Handrail Grab Bar, 2 Additional Rubber Tips;Gold Kernal LLC;39.99;;;;; B07BFWPJJJ;4.0;10;29917;Health & Household ;Tue Aug 07 05:12:13 EEST 2018;OFFERS:;SHORT_INFO:
B008AP5BVK;true;false;Wearever;WearEver C944S2 Pure Living Nonstick Ceramic Coating Scratch Resistant PTFE PFOA and Cadmium Free Dishwasher Safe Oven Safe 10-Inch and 8-Inch Fry Pan Cookware Set, 2-Piece, Gold;;35.98;& FREE shipping.;;;2100097221;B008AP5BVK;3.8;499;82330;Kitchen & Dining ;Fri Jan 28 00:00:00 EET 2011;OFFERS: [price='$35.98', shipingInfo='& FREE Shipping', seller='my Goods Life and Home Home and Hardware Gatzies Great Household SIM Supply, Inc. toolboxsupply Team FTO Store XpW TrueValueSuperStore'] | [price='& FREE Shipping', shipingInfo='& FREE Shipping', seller='my Goods Life and Home Home and Hardware Gatzies Great Household SIM Supply, Inc. toolboxsupply Team FTO Store XpW TrueValueSuperStore'];SHORT_INFO: [asin='B008AP5BVK', availability=true, firstOffer=[price='$35.98', shipingInfo='& FREE Shipping', seller='my Goods Life and Home Home and Hardware Gatzies Great Household SIM Supply, Inc. toolboxsupply Team FTO Store XpW TrueValueSuperStore']]
B07BRL3S4Y;true;false;HOTIS HOME;Hotis Commercial Stainless Steel Lead-Free Two Lever Two Hole Gooseneck High Arc Two Handle Kitchen Sink Faucet,Brushed Nickel Kitchen Faucet;Hotis home;29.99;& FREE shipping.;;HT-SLYT004L-New1-2;;B07BRL3S4Y;3.6;14;23071;Tools & Home Improvement ;Thu May 03 00:00:00 EEST 2018;OFFERS: [price='$29.99', shipingInfo='& FREE ShippingDetails', seller='Hotis home'] | [price='$29.99', shipingInfo='', seller='Hotis home'] | [price='& FREE ShippingDetails', shipingInfo='& FREE ShippingDetails', seller='Hotis home'];SHORT_INFO: [asin='B07BRL3S4Y', availability=true, firstOffer=[price='$29.99', shipingInfo='& FREE ShippingDetails', seller='Hotis home']]
B0774CVBWZ;false;false;Biubee;Biubee 20 pcs Disposable Potty Seat Cover in Individually Packaged - Large Size Travel Toilet Seat Cover with Adhesive No Slip;Biubee;12.99;;;;;B0774CVBWZ;-1.0;0;2953;Baby ;Tue Aug 07 05:12:14 EEST 2018;OFFERS:;SHORT_INFO:
B00063RWVG;true;false;Lodge;Lodge Seasoned Cast Iron Skillet with 2 Loop Handles - 17 Inch Ergonomic Frying Pan;;67.05;& FREE shipping.;;;17L17SK3;B00063RWVG;4.7;467;16105;Kitchen & Dining ;Sun Feb 01 00:00:00 EET 2004;OFFERS: [price='$67.05', shipingInfo='& FREE Shipping', seller='PrimeHome JWD Products Quiverr QualityGoodsNC Deals Depot LLC Kingdom Re-Store XpW Turner Department Store NC Deals Online Dealz Store'] | [price='& FREE Shipping', shipingInfo='& FREE Shipping', seller='PrimeHome JWD Products Quiverr QualityGoodsNC Deals Depot LLC Kingdom Re-Store XpW Turner Department Store NC Deals Online Dealz Store'];SHORT_INFO: [asin='B00063RWVG', availability=true, firstOffer=[price='$67.05', shipingInfo='& FREE Shipping', seller='PrimeHome JWD Products Quiverr QualityGoodsNC Deals Depot LLC Kingdom Re-Store XpW Turner Department Store NC Deals Online Dealz Store']]
B00JV19TDI;true;false;HotelSpa AquaCare series;HotelSpa 7-setting AquaCare Series Spiral Handheld Shower Head Luxury Convenience Package with Pause Switch, Extra-long Hose PLUS Extra Low-Reach Bracket;Interlink Products;24.99;& FREE shipping on orders over $25.00.;;1450;1450;B00JV19TDI;4.2;813;2984;Tools & Home Improvement ;Tue Apr 22 00:00:00 EEST 2014;OFFERS: [price='$24.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products TradeDeal Everything At Its Right Price Deals Depot LLC'] | [price='$24.99', shipingInfo='', seller='Interlink Products Interlink Products TradeDeal Everything At Its Right Price Deals Depot LLC'] | [price='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products TradeDeal Everything At Its Right Price Deals Depot LLC'];SHORT_INFO: [asin='B00JV19TDI', availability=true, firstOffer=[price='$24.99', shipingInfo='& FREE Shipping on orders over $25.00 shipped by Amazon. Details', seller='Interlink Products Interlink Products TradeDeal Everything At Its Right Price Deals Depot LLC']]
B00YFOTWZG;true;false;Pentair;PENTAIR Fleck 5600sxt 48,000 grain of UPGRADED HIGH capacity 10% resin;Aplus Water LLC;552.93;& FREE shipping.;;5600sxt-48k-10;5600sxt-48k-10;B00YFOTWZG;4.6;128;15959;Tools & Home Improvement ;Thu May 28 00:00:00 EEST 2015;OFFERS: [price='$533.92', shipingInfo='& FREE Shipping', seller='Aplus Water LLC 602abcWATER Aplus Water LLC LiquaGen AmericanWaterSolutions Oceanic Water System Oceanic Water System U.S. Filter Pros'] | [price='& FREE Shipping', shipingInfo='& FREE Shipping', seller='Aplus Water LLC 602abcWATER Aplus Water LLC LiquaGen AmericanWaterSolutions Oceanic Water System Oceanic Water System U.S. Filter Pros'];SHORT_INFO: [asin='B01K5V8BOU', availability=true, firstOffer=[price='$555.53', shipingInfo='& FREE Shipping', seller='Aplus Water LLC LiquaGen Oceanic Water System Aplus Water LLC 602abcWATER AmericanWaterSolutions AmericanWaterSolutions Abundant Flow Water Systems']] | [asin='B00YFOTWZG', availability=true, firstOffer=[price='$533.92', shipingInfo='& FREE Shipping', seller='Aplus Water LLC 602abcWATER Aplus Water LLC LiquaGen AmericanWaterSolutions Oceanic Water System Oceanic Water System U.S. Filter Pros']]
B01HQTILJO;true;false;Perfetto Kitchen and Bath;Perfetto Kitchen and Bath 35" Easy Connect Wall Mount Tempered Glass Mirror Finish Made Rainfall Style Multi-Function Massage Shower Panel Tower System (SP0061);Perfetto Kitchen and Bath;109.99;& FREE shipping.;;;SP0061;B01HQTILJO;3.6;25;71209;Tools & Home Improvement ;Tue Aug 07 05:12:14 EEST 2018;OFFERS:;SHORT_INFO: [asin='B01HQTILJO', availability=true, firstOffer=null]
B0024NMY7I;true;false;Daily Chef;Daily Chef 14" Nonstick Restaurant Fry Pan;AMAZING DEALS INC;38.36;& FREE shipping.;;;80114/526;B0024NMY7I;4.4;26;67687;Kitchen & Dining ;Thu Oct 19 00:00:00 EEST 2006;OFFERS: [price='$32.78', shipingInfo='& FREE Shipping', seller='Boomlet jrstore100 clickandgrab808 Fine Trade AMAZING DEALS INC SAMZ ONLINE Eco Trade Inc Mart4U HonestTraders Cheapees'] | [price='& FREE Shipping', shipingInfo='& FREE Shipping', seller='Boomlet jrstore100 clickandgrab808 Fine Trade AMAZING DEALS INC SAMZ ONLINE Eco Trade Inc Mart4U HonestTraders Cheapees'];SHORT_INFO: [asin='B0024NMY7I', availability=true, firstOffer=[price='$32.78', shipingInfo='& FREE Shipping', seller='Boomlet jrstore100 clickandgrab808 Fine Trade AMAZING DEALS INC SAMZ ONLINE Eco Trade Inc Mart4U HonestTraders Cheapees']]
B000I7QY3M;true;false;American Standard;American Standard M952100-0070A Pressure Balancing Unit;;14.3;& FREE shipping on orders over $25.00.;;M952100-0070A;M952100-0070A;B000I7QY3M;4.7;77;17905;Tools & Home Improvement ;Fri Sep 01 00:00:00 EEST 2006;OFFERS:;SHORT_INFO: [asin='B00EOA30QS', availability=true, firstOffer=null] | [asin='B000I7QY3M', availability=true, firstOffer=null]
B00S9APTAE;true;false;Kes;KES J203-7 ALL METAL 8-Inch Shower Head Fixed Mount Rainfall Style Stainless Steel, Oil Rubbed Bronze;KES Faucet & Shower;33.4;& FREE shipping.;;COMIN16JU012567;COMIN16JU012567;B00S9APTAE;4.6;321;20113;Tools & Home Improvement ;Thu Jun 11 00:00:00 EEST 2015;OFFERS:;SHORT_INFO: [asin='B00S9APTAE', availability=true, firstOffer=null]
B004NERD5E;true;false;ABCwaters;ABCwaters SOFRES1 Water softening resin 1 cu. ft. bag replacement softener resin;Aplus Water LLC;89.0; $29.82 shipping;;HCRSN-10-CA;SOFRES1;B004NERD5E;4.4;135;10514;Tools & Home Improvement ;Fri Feb 11 00:00:00 EET 2011;OFFERS: [price='$52.18', shipingInfo='+ $29.82shipping', seller='AmericanWaterSolutions Aplus Water LLC 602abcWATER Complete Filtration Services Inc. Oceanic Water System  HydroTec Systems Co., Inc. Soft Water Supply'] | [price='+ $29.82shipping', shipingInfo='+ $29.82shipping', seller='AmericanWaterSolutions Aplus Water LLC 602abcWATER Complete Filtration Services Inc. Oceanic Water System  HydroTec Systems Co., Inc. Soft Water Supply'] | [price='+ $29.82shipping', shipingInfo='shipping', seller='AmericanWaterSolutions Aplus Water LLC 602abcWATER Complete Filtration Services Inc. Oceanic Water System  HydroTec Systems Co., Inc. Soft Water Supply'];SHORT_INFO: [asin='B004NERD5E', availability=true, firstOffer=[price='$52.18', shipingInfo='+ $29.82shipping', seller='AmericanWaterSolutions Aplus Water LLC 602abcWATER Complete Filtration Services Inc. Oceanic Water System  HydroTec Systems Co., Inc. Soft Water Supply']]
